norma_id,norma,escala,tipo,uso,parametro_id,parametro,minimo,maximo,umbral_ligero,umbral_severo,unidad,expresado_como,tipo_de_valor,condicion,nota,cita
ue2020,"Directiva (UE) 2020/2184, anexo I (partes A, B y C)",Regional · Unión Europea,Obligatoria en la UE,consumo,mn,Manganeso,,0.05,,,mg/L,,indicador,,,"Directiva (UE) 2020/2184 del Parlamento Europeo y del Consejo, de 16 de diciembre de 2020, relativa a la calidad de las aguas destinadas al consumo humano. DO L 435 de 23/12/2020. Anexo I."
ue2020,"Directiva (UE) 2020/2184, anexo I (partes A, B y C)",Regional · Unión Europea,Obligatoria en la UE,consumo,so4,Sulfato,,250,,,mg/L,,indicador,,,"Directiva (UE) 2020/2184 del Parlamento Europeo y del Consejo, de 16 de diciembre de 2020, relativa a la calidad de las aguas destinadas al consumo humano. DO L 435 de 23/12/2020. Anexo I."
ue2020,"Directiva (UE) 2020/2184, anexo I (partes A, B y C)",Regional · Unión Europea,Obligatoria en la UE,consumo,na,Sodio,,200,,,mg/L,,indicador,,,"Directiva (UE) 2020/2184 del Parlamento Europeo y del Consejo, de 16 de diciembre de 2020, relativa a la calidad de las aguas destinadas al consumo humano. DO L 435 de 23/12/2020. Anexo I."
ue2020,"Directiva (UE) 2020/2184, anexo I (partes A, B y C)",Regional · Unión Europea,Obligatoria en la UE,consumo,colt,Coliformes totales,,0,,,UFC/100 mL,,indicador,,0 en 100 ml.,"Directiva (UE) 2020/2184 del Parlamento Europeo y del Consejo, de 16 de diciembre de 2020, relativa a la calidad de las aguas destinadas al consumo humano. DO L 435 de 23/12/2020. Anexo I."
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,sb,Antimonio,,0.006,,,mg/L,,salud,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,as,Arsénico,,0.01,,,mg/L,,salud,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,ba,Bario,,2,,,mg/L,,salud,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,be,Berilio,,0.004,,,mg/L,,salud,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,cd,Cadmio,,0.005,,,mg/L,,salud,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,cr,Cromo total,,0.1,,,mg/L,,salud,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,cu,Cobre,,1.3,,,mg/L,,accion,,"Nivel de acción (tratamiento). El nivel secundario es 1,0 mg/l.",US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,cn,Cianuro,,0.2,,,mg/L,,salud,,Como cianuro libre.,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,f,Fluoruro,,4,,,mg/L,,salud,,"El nivel secundario es 2,0 mg/l.",US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,pb,Plomo,,0.015,,,mg/L,,accion,,"Nivel de acción. La regla LCRI (2024) lo baja a 0,010 mg/l desde noviembre de 2027.",US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,hg,Mercurio,,0.002,,,mg/L,,salud,,Mercurio inorgánico.,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,no3,Nitrato,,10,,,mg/L,N,salud,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,no2,Nitrito,,1,,,mg/L,N,salud,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,se,Selenio,,0.05,,,mg/L,,salud,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,tl,Talio,,0.002,,,mg/L,,salud,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,u,Uranio,,0.03,,,mg/L,,salud,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,ecoli,Escherichia coli,,0,,,UFC/100 mL,,salud,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,al,Aluminio,,0.2,,,mg/L,,secundario,,"Rango secundario 0,05–0,2 mg/l.",US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,cl,Cloruro,,250,,,mg/L,,secundario,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,color,Color,,15,,,Pt-Co,,secundario,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,fe,Hierro,,0.3,,,mg/L,,secundario,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,mn,Manganeso,,0.05,,,mg/L,,secundario,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,ph,pH,6.5,8.5,,,unid. pH,,secundario,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,ag,Plata,,0.1,,,mg/L,,secundario,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,so4,Sulfato,,250,,,mg/L,,secundario,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,sdt,Sólidos disueltos totales,,500,,,mg/L,,secundario,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
epa,US EPA · National Primary y Secondary Drinking Water Regulations,Federal · Estados Unidos,"Obligatoria en EE.UU. (MCL); secundarios no obligatorios",consumo,zn,Cinc,,5,,,mg/L,,secundario,,,US EPA. National Primary Drinking Water Regulations (40 CFR 141) y National Secondary Drinking Water Regulations (40 CFR 143).
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,al,Aluminio,,0.2,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,nh4,Amonio,,0.05,,,mg/L,NH4,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,sb,Antimonio,,0.01,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,as,Arsénico,,0.05,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,ba,Bario,,1,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,be,Berilio,,0.000039,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,b,Boro,,1,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,cd,Cadmio,,0.005,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,cn,Cianuro,,0.1,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,zn,Cinc,,5,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,cu,Cobre,,1,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,cr,Cromo total,,0.05,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,cr6,Cromo hexavalente,,0.05,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,f,Fluoruro,,1.5,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,fe,Hierro,,0.3,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,mn,Manganeso,,0.1,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,hg,Mercurio,,0.001,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,ni,Níquel,,0.025,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,no3,Nitrato,,10,,,mg/L,N,salud,,"El decreto no aclara la forma; el valor es el de la EPA (fuente A de la tabla), expresado como N.","Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,no2,Nitrito,,1,,,mg/L,N,salud,,"El decreto no aclara la forma; el valor es el de la EPA (fuente B), expresado como N.","Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,ag,Plata,,0.05,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,pb,Plomo,,0.05,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,se,Selenio,,0.01,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,tl,Talio,,0.018,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
d831_t1,"Ley 24.051 · Dto. 831/93, anexo II, tabla 1",Nacional · Argentina,Nivel guía (Ley 24.051),fuente,u,Uranio,,0.1,,,mg/L,,salud,,,"Decreto 831/93, reglamentario de la Ley 24.051 de Residuos Peligrosos, anexo II, tabla 1: Niveles guía de calidad de agua para fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,al,Aluminio,,0.2,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,nh4,Amonio,,0.05,,,mg/L,NH4,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,sb,Antimonio,,0.01,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,as,Arsénico,,0.05,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,ba,Bario,,1,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,be,Berilio,,0.000039,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,b,Boro,,1,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,cd,Cadmio,,0.005,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,cn,Cianuro,,0.1,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,zn,Cinc,,5,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,cu,Cobre,,1,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,cr,Cromo total,,0.05,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,cr6,Cromo hexavalente,,0.05,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,f,Fluoruro,,1.5,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,fe,Hierro,,0.3,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,mn,Manganeso,,0.1,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,hg,Mercurio,,0.001,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,ni,Níquel,,0.025,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,no3,Nitrato,,10,,,mg/L,N,salud,,"El decreto no aclara la forma; el valor es el de la EPA (fuente A de la tabla), expresado como N.","Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,no2,Nitrito,,1,,,mg/L,N,salud,,"El decreto no aclara la forma; el valor es el de la EPA (fuente B), expresado como N.","Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,ag,Plata,,0.05,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,pb,Plomo,,0.05,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,se,Selenio,,0.01,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,tl,Talio,,0.018,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
l24585_t1,"Ley 24.585 (Código de Minería), anexo IV, tabla 1",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),fuente,u,Uranio,,0.1,,,mg/L,,salud,,,"Ley 24.585 de Protección Ambiental para la Actividad Minera (Código de Minería), anexo IV, tabla 1: fuentes de agua de bebida humana con tratamiento convencional."
